date,company,ticker,product_category,region,sales_volume,revenue,price,marketing_spend,discount_rate,inventory_level,promotion_flag,holiday_flag,sentiment_score,positive_mentions,negative_mentions,neutral_mentions,news_volume,social_buzz_index,open_price,close_price,high_price,low_price,volume,sector_index,market_return,sales_lag_7,sales_rolling_mean_30,sentiment_lag_1,sentiment_rolling_mean_7,stock_pct_change,volatility_index,marketing_growth_rate,data_ingested_timestamp
2024-10-27,Amazon,AMZN,Retail,Global,714.04,10856.57,15.204427113106652,71402.84,0.011,1756,0,0,0.1411,14,0,91,105,119.82,15.2168,15.2044,15.3703,15.1359,1185184,1.074965,0.000553,696.14,783.745,0.1397,0.1361,0.0052429405425418,0.3393434809972686,-0.1841627843576635,2025-11-11 11:28:45.711988
2024-10-28,Amazon,AMZN,Retail,Global,806.54,12438.61,15.422190116291572,73299.27,0.017,1704,0,0,0.1426,15,0,91,106,121.12,15.4139,15.4222,15.4231,15.2888,1935507,1.075025,5.6e-05,775.54,778.2426666666667,0.1411,0.1377142857142857,0.0143248007155822,0.3046773594040589,0.0265595878259186,2025-11-11 11:28:45.711988
2024-10-29,Amazon,AMZN,Retail,Global,622.08,9533.27,15.324826525310304,70712.09,0.024,2334,0,0,0.1399,12,0,74,86,98.03,15.3217,15.3248,15.4522,15.2381,1240613,1.073744,-0.001192,701.63,773.9230000000001,0.1426,0.1387428571428571,-0.0063155710599006,0.2166005760008387,-0.0352961223215457,2025-11-11 11:28:45.711988
2024-10-30,Amazon,AMZN,Retail,Global,682.29,10410.48,15.258140169693323,74133.52,0.026,1920,0,0,0.1412,13,0,85,98,111.84,15.2661,15.2581,15.2872,15.2104,1593872,1.073547,-0.000183,817.2,772.2276666666666,0.1399,0.1397,-0.0043524222175819,0.1982183884605275,0.048385360975754,2025-11-11 11:28:45.711988
2024-10-31,Amazon,AMZN,Retail,Global,993.38,15030.89,15.131056940936494,132497.35,0.08,2065,1,0,0.1416,13,0,85,98,111.88,15.1449,15.1311,15.2663,15.1301,1306767,1.072872,-0.000628,655.31,779.794,0.1412,0.1404999999999999,-0.0083234478735885,0.1736313692309752,0.7872798971369497,2025-11-11 11:28:45.711988
2024-11-01,Amazon,AMZN,Retail,Global,656.1,9985.18,15.21899343020764,71887.63,0.023,1884,0,0,0.1455,18,0,107,125,143.19,15.2225,15.219,15.2652,15.1714,1037492,1.074609,0.001619,870.49,774.6376666666667,0.1416,0.1416571428571428,0.0058092273529353,0.1060518067472227,-0.4574409978765613,2025-11-11 11:28:45.711988
2024-11-02,Amazon,AMZN,Retail,Global,858.71,13020.19,15.162498207793206,81071.68,0.023,1525,0,0,0.1459,12,0,73,85,97.4,15.0616,15.1625,15.2357,15.0255,1319434,1.074468,-0.000131,731.08,780.3863333333334,0.1455,0.1425428571428571,-0.003712464682305,0.1000300859506941,0.1277556375137138,2025-11-11 11:28:45.711988
2024-11-03,Amazon,AMZN,Retail,Global,795.12,12018.46,15.1152738193297,90475.24,0.033,1890,0,0,0.1456,12,0,75,87,99.67,15.1136,15.1153,15.2147,15.0508,1014530,1.074567,9.2e-05,714.04,781.2413333333334,0.1459,0.1431857142857142,-0.0031129431162407,0.1112478228789302,0.1159906887337232,2025-11-11 11:28:45.711988
2024-11-04,Amazon,AMZN,Retail,Global,1019.91,15229.51,14.932208581473729,143798.29,0.078,2192,1,0,0.1482,14,0,84,98,112.52,14.9168,14.9322,14.9376,14.8347,1098602,1.075008,0.000411,806.54,788.6056666666666,0.1456,0.1439857142857143,-0.0121135538163317,0.1257778919178322,0.5893662177630035,2025-11-11 11:28:45.711988
2024-11-05,Amazon,AMZN,Retail,Global,751.91,11571.81,15.389881267467931,74270.84,0.023,1897,0,0,0.1476,17,0,99,116,133.12,15.3908,15.3899,15.4225,15.1807,1738098,1.075043,3.2e-05,622.08,790.618,0.1482,0.1450857142857143,0.0306518798301658,0.1411749556234921,-0.4835067927441975,2025-11-11 11:28:45.711988
2024-11-06,Amazon,AMZN,Retail,Global,784.0,12019.05,15.33042076386968,86442.95,0.001,1902,0,0,0.1515,14,0,80,94,108.24,15.3632,15.3304,15.4477,15.2586,1137855,1.076399,0.001261,682.29,791.355,0.1476,0.1465571428571428,-0.0038661719699284,0.1507913064314254,0.1638881423718918,2025-11-11 11:28:45.711988
2024-11-07,Amazon,AMZN,Retail,Global,860.42,13329.62,15.49199026202808,90627.14,0.035,1548,0,0,0.1495,14,0,85,99,113.8,15.4588,15.492,15.5338,15.3973,1311309,1.075901,-0.000463,993.38,795.2103333333333,0.1515,0.1476857142857142,0.0105411470020353,0.1873812487444145,0.0484040630265394,2025-11-11 11:28:45.711988
2024-11-08,Amazon,AMZN,Retail,Global,754.5,11735.61,15.554150350677745,87539.85,0.003,2457,0,0,0.1504,13,0,79,92,105.84,15.5563,15.5542,15.6305,15.4809,1533710,1.076057,0.000145,656.1,795.1473333333334,0.1495,0.1483857142857143,0.0040149754712108,0.2223383671881187,-0.0340658438520733,2025-11-11 11:28:45.711988
2024-11-09,Amazon,AMZN,Retail,Global,753.44,11269.52,14.957425440234998,79842.21,0.012,1986,0,0,0.1504,13,0,79,92,105.83,14.9717,14.9574,15.0026,14.8422,1998717,1.075463,-0.000552,858.71,791.4406666666667,0.1504,0.1490285714285714,-0.0383690578750434,0.2522657583922335,-0.0879329813793374,2025-11-11 11:28:45.711988
2024-11-10,Amazon,AMZN,Retail,Global,759.44,11296.44,14.87469989230034,75656.05,0.0,2338,0,0,0.1492,13,0,78,91,104.57,14.8655,14.8747,14.8806,14.8588,1774231,1.074407,-0.000982,795.12,779.6283333333333,0.1504,0.1495428571428571,-0.005529035794991,0.2880206614613492,-0.052430412434726,2025-11-11 11:28:45.711988
2024-11-11,Amazon,AMZN,Retail,Global,772.96,11299.04,14.617887297344597,85705.71,0.039,1853,0,0,0.1477,14,0,81,95,109.03,14.5796,14.6179,14.6244,14.4819,1009677,1.073917,-0.000456,1019.91,778.9686666666668,0.1492,0.1494714285714285,-0.0172642137320416,0.3564857988222828,0.1328335275235754,2025-11-11 11:28:45.711988
2024-11-12,Amazon,AMZN,Retail,Global,731.26,10846.4,14.832486376535954,86515.46,0.014,2190,0,0,0.1474,13,0,80,93,106.71,14.7968,14.8325,14.8588,14.7677,1020168,1.073887,-2.8e-05,751.91,778.258,0.1477,0.1494428571428571,0.0146806312808269,0.362371434015601,0.0094480286085956,2025-11-11 11:28:45.711988
2024-11-13,Amazon,AMZN,Retail,Global,778.35,11325.9,14.551169161275324,76233.6,0.021,2056,0,0,0.1482,12,0,70,82,94.15,14.5502,14.5512,14.5803,14.4923,1260951,1.073544,-0.00032,784.0,780.5616666666666,0.1474,0.1489714285714286,-0.0189651103994605,0.3958396175942685,-0.1188441927026684,2025-11-11 11:28:45.711988
2024-11-14,Amazon,AMZN,Retail,Global,745.74,10932.25,14.659597176917254,74707.84,0.003,2182,0,0,0.1466,15,0,91,106,121.54,14.6414,14.6596,14.6726,14.5498,1854264,1.07299,-0.000516,860.42,770.9236666666667,0.1482,0.1485571428571428,0.0074495574248172,0.3382293882081192,-0.0200142719220922,2025-11-11 11:28:45.711988
2024-11-15,Amazon,AMZN,Retail,Global,968.91,14416.55,14.87914122314594,134159.08,0.072,2739,1,0,0.1439,14,0,84,98,112.1,14.8218,14.8791,14.898,14.7075,1677670,1.071865,-0.001049,754.5,777.9183333333333,0.1466,0.1476285714285714,0.0149731234140084,0.1554786526458841,0.7957831467219503,2025-11-11 11:28:45.711988
2024-11-16,Amazon,AMZN,Retail,Global,905.04,13523.25,14.94215184478884,88657.03,0.031,2038,0,0,0.1453,15,0,90,105,120.25,14.9183,14.9422,15.0014,14.8679,1499178,1.071799,-6.2e-05,753.44,782.275,0.1439,0.1469,0.0042408479007467,0.1524610926168133,-0.33916489290177,2025-11-11 11:28:45.711988
2024-11-17,Amazon,AMZN,Retail,Global,768.86,11489.4,14.9434203128397,70434.96,0.011,1928,0,0,0.1428,12,0,73,85,97.14,14.9046,14.9434,15.0071,14.8833,1593242,1.070595,-0.001123,759.44,782.769,0.1453,0.1459857142857143,8.030945911574605e-05,0.1625532498833165,-0.2055344060138264,2025-11-11 11:28:45.711988
2024-11-18,Amazon,AMZN,Retail,Global,797.77,11850.95,14.855102097703991,90728.91,0.02,2190,0,0,0.144,12,0,77,89,101.81,14.8773,14.8551,14.9208,14.8381,1088771,1.071203,0.000568,772.96,784.2720000000002,0.1428,0.1454571428571428,-0.0059089631543022,0.1484240931539901,0.288123255837726,2025-11-11 11:28:45.711988
2024-11-19,Amazon,AMZN,Retail,Global,749.45,11112.85,14.8280061423556,74028.87,0.023,1756,0,0,0.1459,16,0,94,110,126.05,14.784,14.828,14.8568,14.7279,1080472,1.071269,6.2e-05,731.26,786.0489999999999,0.144,0.1452428571428571,-0.0018242893013173,0.1483151230127883,-0.18406525549574,2025-11-11 11:28:45.711988
2024-11-20,Amazon,AMZN,Retail,Global,743.47,10802.88,14.530357084758382,77337.79,0.008,1756,0,0,0.143,15,0,91,106,121.15,14.5716,14.5304,14.603,14.5178,1766865,1.070103,-0.001088,778.35,784.98,0.1459,0.1445,-0.0200701375775559,0.1544093153494278,0.0446976969930785,2025-11-11 11:28:45.711988
2024-11-21,Amazon,AMZN,Retail,Global,714.73,10413.28,14.569532228955463,71111.51,0.028,1996,0,0,0.1417,15,0,95,110,125.59,14.6325,14.5695,14.7332,14.5531,1108047,1.069855,-0.000231,745.74,785.4166666666666,0.143,0.1437999999999999,0.0026909100919452,0.1714083206293182,-0.0805076017817421,2025-11-11 11:28:45.711988
2024-11-22,Amazon,AMZN,Retail,Global,717.09,10612.74,14.799731116557494,71166.33,0.011,2008,0,0,0.1407,16,0,102,118,134.6,14.7778,14.7997,14.8605,14.7487,1117483,1.069254,-0.000562,968.91,782.0796666666666,0.1417,0.1433428571428571,0.0158001304094168,0.1673026541787294,0.000770901925722,2025-11-11 11:28:45.711988
2024-11-23,Amazon,AMZN,Retail,Global,777.45,11355.8,14.606475611558324,75727.79,0.021,2588,0,0,0.1412,12,0,77,89,101.57,14.5885,14.6065,14.6384,14.5689,1581761,1.069509,0.000239,905.04,786.151,0.1407,0.1427571428571428,-0.0130543186686216,0.1614679298837886,0.0640957598909484,2025-11-11 11:28:45.711988
2024-11-24,Amazon,AMZN,Retail,Global,765.08,11178.52,14.610916016239315,81865.4,0.019,1657,0,0,0.1426,12,0,77,89,101.69,14.6385,14.6109,14.672,14.5273,1136010,1.070581,0.001003,768.86,782.6373333333333,0.1412,0.1427285714285714,0.0003012357512066,0.1362778132380705,0.0810483179292569,2025-11-11 11:28:45.711988
2024-11-25,Amazon,AMZN,Retail,Global,780.1,11380.6,14.588644469046985,88922.74,0.032,2018,0,0,0.1404,15,0,92,107,122.02,14.6203,14.5886,14.6242,14.5246,1067707,1.069081,-0.001401,797.77,784.2713333333334,0.1426,0.1422142857142857,-0.0015262577938389,0.1169266843958348,0.0862066269754988,2025-11-11 11:28:45.711988
2024-11-26,Amazon,AMZN,Retail,Global,685.53,10048.13,14.657463990120505,71466.77,0.022,2048,0,0,0.1406,11,0,74,85,96.95,14.643,14.6575,14.7503,14.6428,1684316,1.069173,8.6e-05,749.45,783.321,0.1404,0.1414571428571428,0.0047228657993227,0.087035950426577,-0.1963049046846734,2025-11-11 11:28:45.711988
2024-11-27,Amazon,AMZN,Retail,Global,821.3,11941.64,14.539928020471484,81463.9,0.0,1674,0,0,0.1404,12,0,77,89,101.5,14.5271,14.5399,14.6582,14.4826,1230957,1.069045,-0.00012,743.47,783.813,0.1406,0.1410857142857143,-0.0080231963158793,0.08540471995427,0.1398850122931256,2025-11-11 11:28:45.711988
2024-11-28,Amazon,AMZN,Retail,Global,812.46,11546.13,14.211320383205631,78738.82,0.021,2154,0,0,0.1415,14,0,85,99,113.01,14.1991,14.2113,14.2931,14.1279,1165420,1.069582,0.000502,714.73,790.159,0.1404,0.1410571428571428,-0.0225998803293007,0.1794695928615491,-0.0334513815321877,2025-11-11 11:28:45.711988
2024-11-29,Amazon,AMZN,Retail,Global,834.1,11654.81,13.972916253017882,90774.56,0.021,2202,0,1,0.1408,13,0,86,99,112.94,13.9491,13.9729,14.1319,13.8848,1138587,1.069753,0.000159,717.09,795.2193333333333,0.1415,0.1410714285714285,-0.0167753829698902,0.2598491274712915,0.152856494420414,2025-11-11 11:28:45.711988
2024-11-30,Amazon,AMZN,Retail,Global,799.74,10786.4,13.48738338445032,73929.24,0.024,2057,0,0,0.1388,16,0,101,117,133.24,13.512,13.4874,13.545,13.394,1406334,1.069151,-0.000562,777.45,788.7646666666667,0.1408,0.1407285714285714,-0.0347458294269622,0.4359560643000101,-0.1855731385533567,2025-11-11 11:28:45.711988
2024-12-01,Amazon,AMZN,Retail,Global,714.69,9751.77,13.644760035278033,77759.82,0.014,2246,0,0,0.1367,11,0,71,82,93.21,13.649,13.6448,13.7161,13.6055,1504346,1.068896,-0.000239,765.08,790.7176666666667,0.1388,0.1398857142857142,0.0116701514005665,0.4709819296907013,0.0518141401156024,2025-11-11 11:28:45.711988
2024-12-02,Amazon,AMZN,Retail,Global,700.17,9610.9,13.726521674106651,70702.63,0.005,1532,0,0,0.1365,12,0,80,92,104.56,13.7066,13.7265,13.7565,13.6626,1743697,1.068259,-0.000596,780.1,785.4329999999999,0.1367,0.1393285714285714,0.0059876289868667,0.4517852097116616,-0.0907562543226051,2025-11-11 11:28:45.711988
2024-12-03,Amazon,AMZN,Retail,Global,852.4,11698.26,13.723908252094258,89199.03,0.004,2288,0,0,0.1383,13,0,82,95,108.14,13.7257,13.7239,13.8506,13.6435,2029801,1.06912,0.000806,685.53,787.3423333333334,0.1365,0.1389999999999999,-0.0001894146359231,0.3670074833801774,0.2616083729841449,2025-11-11 11:28:45.711988
2024-12-04,Amazon,AMZN,Retail,Global,851.79,11567.98,13.580791092513422,83070.83,0.018,1722,0,0,0.1393,11,0,70,81,92.28,13.5705,13.5808,13.7639,13.546,1299959,1.069137,1.6e-05,821.3,781.7383333333333,0.1383,0.1388428571428571,-0.0104270651928387,0.2486661674957709,-0.0687025408235941,2025-11-11 11:28:45.711988
2024-12-05,Amazon,AMZN,Retail,Global,799.69,10834.33,13.548159870713071,82344.57,0.036,1483,0,0,0.1419,11,0,68,79,90.21,13.616,13.5482,13.6805,13.4036,1410463,1.070658,0.001423,812.46,783.331,0.1393,0.1389,-0.0024004476908576,0.1605258175344966,-0.008742659727849,2025-11-11 11:28:45.711988
2024-12-06,Amazon,AMZN,Retail,Global,804.62,10896.77,13.542750090412266,71023.34,0.019,2034,0,0,0.1429,11,0,70,81,92.58,13.536,13.5428,13.5579,13.4643,1346323,1.070609,-4.5e-05,834.1,784.0183333333333,0.1419,0.1392,-0.000398576932729,0.0930414014341213,-0.1374860540288207,2025-11-11 11:28:45.711988
2024-12-07,Amazon,AMZN,Retail,Global,804.57,10811.2,13.43723850618214,72078.99,0.019,1338,0,0,0.1402,14,0,90,104,118.58,13.4571,13.4372,13.4707,13.4209,1546587,1.070043,-0.000529,799.74,782.1566666666665,0.1429,0.1394,-0.0077975012552794,0.1050282025610516,0.0148634237702705,2025-11-11 11:28:45.711988
2024-12-08,Amazon,AMZN,Retail,Global,917.73,12242.72,13.340216480146836,86595.76,0.022,2015,0,0,0.1387,11,0,69,80,91.1,13.3518,13.3402,13.3749,13.2888,1104912,1.068832,-0.001132,714.69,787.5976666666667,0.1402,0.1396857142857142,-0.0072187658143066,0.140703949583649,0.2014008520374659,2025-11-11 11:28:45.711988
2024-12-09,Amazon,AMZN,Retail,Global,794.69,10809.86,13.602609161107946,81538.91,0.029,2165,0,0,0.1358,12,0,81,93,105.63,13.5985,13.6026,13.6958,13.5942,1626164,1.067389,-0.00135,700.17,788.9726666666667,0.1387,0.1395857142857142,0.0196698700169413,0.1224492606283756,-0.0583960461805519,2025-11-11 11:28:45.711988
2024-12-10,Amazon,AMZN,Retail,Global,784.6,10472.65,13.347753359800096,74179.2,0.016,1554,0,0,0.1319,11,0,80,91,103.0,13.3595,13.3478,13.4421,13.2322,1347850,1.066122,-0.001187,852.4,789.8113333333333,0.1358,0.1386714285714285,-0.0187317130548572,0.1098598934567751,-0.0902600979090841,2025-11-11 11:28:45.711988
2024-12-11,Amazon,AMZN,Retail,Global,838.78,11362.87,13.546895800187958,81546.13,0.028,1713,0,0,0.1295,10,0,71,81,91.49,13.5526,13.5469,13.6137,13.5307,1304324,1.066336,0.0002,851.79,792.0053333333333,0.1319,0.1372714285714285,0.0149163157973599,0.1056326406077306,0.0993126105431172,2025-11-11 11:28:45.711988
2024-12-12,Amazon,AMZN,Retail,Global,890.84,11776.07,13.219057939167485,90330.43,0.03,2109,0,0,0.1308,12,0,86,98,110.82,13.2848,13.2191,13.3167,13.1912,2035566,1.066743,0.000382,799.69,797.3246666666668,0.1295,0.1356857142857142,-0.0241974178594366,0.1387027156662216,0.1077218501969374,2025-11-11 11:28:45.711988
2024-12-13,Amazon,AMZN,Retail,Global,712.79,9649.9,13.53820366271008,72177.69,0.027,1731,0,0,0.1292,11,0,77,88,99.37,13.5356,13.5382,13.6215,13.3388,1088976,1.065478,-0.001186,804.62,795.1393333333333,0.1308,0.1337285714285714,0.0241393135690024,0.1381098579283685,-0.2009593002048145,2025-11-11 11:28:45.711988
2024-12-14,Amazon,AMZN,Retail,Global,875.7,11430.77,13.053298827654892,90374.33,0.031,1617,0,0,0.1307,13,0,87,100,113.07,12.9852,13.0533,13.1474,12.9575,1473651,1.066194,0.000672,804.57,799.4713333333333,0.1292,0.1323714285714285,-0.0358171691953139,0.1990209201730091,0.2521089272876424,2025-11-11 11:28:45.711988
2024-12-15,Amazon,AMZN,Retail,Global,866.73,11392.96,13.144765309450824,86276.85,0.039,1880,0,0,0.1306,10,0,72,82,92.71,13.2023,13.1448,13.3141,13.0791,1245515,1.065807,-0.000362,917.73,796.0653333333333,0.1307,0.1312142857142857,0.0070097216795752,0.2180489809540034,-0.0453389806596629,2025-11-11 11:28:45.711988
2024-12-16,Amazon,AMZN,Retail,Global,783.06,10191.71,13.015235747205436,73028.85,0.019,2300,0,0,0.1312,13,0,92,105,118.78,13.002,13.0152,13.0325,12.994,1360746,1.065925,0.00011,794.69,791.9993333333333,0.1306,0.1305571428571428,-0.0098594120869088,0.217837215325535,-0.1535521985329784,2025-11-11 11:28:45.711988
2024-12-17,Amazon,AMZN,Retail,Global,952.79,12370.05,12.982978177060758,87108.28,0.015,2428,0,0,0.1339,11,0,75,86,97.51,12.9852,12.983,13.0132,12.9138,2001240,1.067214,0.00121,784.6,798.1303333333333,0.1312,0.1308428571428571,-0.0024740303644968,0.2378545553981138,0.1927927113736556,2025-11-11 11:28:45.711988
2024-12-18,Amazon,AMZN,Retail,Global,872.6,11306.28,12.956998671806248,85624.44,0.006,1694,0,0,0.1363,13,0,87,100,113.63,12.9429,12.957,12.9676,12.8652,1189445,1.067932,0.000672,838.78,800.6246666666666,0.1339,0.1318142857142857,-0.002002618809212,0.2022312902636961,-0.0170344311700334,2025-11-11 11:28:45.711988
2024-12-19,Amazon,AMZN,Retail,Global,1155.37,15106.53,13.07505449250908,159480.31,0.073,2285,1,0,0.1344,12,0,84,96,108.9,13.0594,13.0751,13.1474,13.0232,1007327,1.067717,-0.000201,890.84,814.1553333333334,0.1363,0.1323285714285714,0.0091147642201125,0.1989650591478736,0.8625559478111622,2025-11-11 11:28:45.711988
2024-12-20,Amazon,AMZN,Retail,Global,926.34,11755.89,12.690689740008311,86261.56,0.019,2309,0,0,0.133,13,0,86,99,112.17,12.6623,12.6907,12.7324,12.5858,1487197,1.067004,-0.000668,712.79,820.251,0.1344,0.1328714285714285,-0.0293993927388701,0.1452288407661283,-0.4591084002783792,2025-11-11 11:28:45.711988
2024-12-21,Amazon,AMZN,Retail,Global,804.4,10203.94,12.68515932287683,72966.19,0.028,2554,0,0,0.1303,14,0,97,111,125.46,12.6344,12.6852,12.7615,12.5348,1398728,1.065283,-0.001613,875.7,823.24,0.133,0.1328142857142857,-0.0004333882291757,0.1802505095423227,-0.1541285596968105,2025-11-11 11:28:45.711988
2024-12-22,Amazon,AMZN,Retail,Global,876.75,11152.9,12.72072941032629,85154.08,0.018,1916,0,0,0.1287,12,0,88,100,112.87,12.7025,12.7207,12.7709,12.6728,1597079,1.064707,-0.00054,866.73,828.562,0.1303,0.1325428571428571,0.0027985368776213,0.1692545195282408,0.1670347595235546,2025-11-11 11:28:45.711988
2024-12-23,Amazon,AMZN,Retail,Global,869.89,10956.15,12.594874013190829,83459.52,0.009,2299,0,0,0.1286,10,0,71,81,91.42,12.6078,12.5949,12.7253,12.5039,1602562,1.064538,-0.000159,783.06,831.6433333333333,0.1287,0.1321714285714285,-0.0098893928793226,0.1851461919152758,-0.0198999272847525,2025-11-11 11:28:45.711988
2024-12-24,Amazon,AMZN,Retail,Global,887.08,11154.33,12.574214085587911,75978.34,0.019,2059,0,0,0.1258,12,0,89,101,113.71,12.5328,12.5742,12.6857,12.5147,1225641,1.063749,-0.000742,952.79,835.7100000000002,0.1286,0.1310142857142857,-0.0016435223781054,0.1878599985291905,-0.0896384259099501,2025-11-11 11:28:45.711988
2024-12-25,Amazon,AMZN,Retail,Global,860.1,10707.62,12.449270974637372,84497.81,0.002,1785,0,1,0.1257,9,0,68,77,86.68,12.4619,12.4493,12.4922,12.4017,1791550,1.063644,-9.9e-05,872.6,838.3766666666667,0.1258,0.1295,-0.0099330374894626,0.1955465588202101,0.1121302465939635,2025-11-11 11:28:45.711988
2024-12-26,Amazon,AMZN,Retail,Global,847.02,10632.8,12.55318597168409,84255.87,0.019,2136,0,0,0.1251,9,0,67,76,85.51,12.6114,12.5532,12.6686,12.5091,1542404,1.063705,5.8e-05,1155.37,843.7596666666667,0.1257,0.1281714285714285,0.0083458507707261,0.0957269877841445,-0.0028632694740846,2025-11-11 11:28:45.711988
2024-12-27,Amazon,AMZN,Retail,Global,791.53,9990.72,12.622036403371306,75019.8,0.013,1436,0,0,0.1242,11,0,81,92,103.43,12.6293,12.622,12.6783,12.5929,1005616,1.063525,-0.000169,926.34,842.7673333333333,0.1251,0.1269142857142857,0.0054806742503903,0.0893531143685957,-0.1096193060495368,2025-11-11 11:28:45.711988
2024-12-28,Amazon,AMZN,Retail,Global,819.79,10381.36,12.66343601090312,73101.41,0.032,2302,0,0,0.1238,11,0,84,95,106.76,12.6282,12.6634,12.763,12.597,1684322,1.063005,-0.000489,804.4,843.0116666666667,0.1242,0.1259857142857142,0.0032799873237203,0.08621039048931,-0.0255717823827842,2025-11-11 11:28:45.711988
2024-12-29,Amazon,AMZN,Retail,Global,853.09,10910.66,12.789577420677777,77607.65,0.033,2466,0,0,0.1223,9,0,68,77,86.41,12.7999,12.7896,12.8237,12.7114,1016867,1.06314,0.000127,876.75,843.6446666666667,0.1238,0.1250714285714285,0.0099657280035379,0.1046692227458737,0.0616436810179172,2025-11-11 11:28:45.711988
2024-12-30,Amazon,AMZN,Retail,Global,848.52,11055.51,13.029167304428771,78382.39,0.02,2168,0,0,0.1219,9,0,70,79,88.63,13.0541,13.0292,13.0932,12.9696,1642842,1.063494,0.000333,869.89,845.2706666666667,0.1223,0.1241142857142857,0.0187339713517231,0.1902598661473932,0.0099827787595683,2025-11-11 11:28:45.711988
2024-12-31,Amazon,AMZN,Retail,Global,890.04,11424.3,12.835715780467671,87307.23,0.001,1889,0,0,0.1209,12,0,91,103,115.45,12.8692,12.8357,12.9621,12.8183,2060054,1.062621,-0.00082,887.08,851.1156666666667,0.1219,0.1234142857142857,-0.0148512571761888,0.1942432998164205,0.1138628204626064,2025-11-11 11:28:45.711988
2020-01-01,Apple,AAPL,Electronics,Global,605.67,72680.4,120.0,62149.13,0.006,2192,0,1,0.0004,0,0,66,66,66.02,119.9687,120.0,120.3441,119.7971,1337338,1.000397,0.0,605.67,605.67,0.0004,0.0004,0.0,,0.0,2025-11-11 11:28:45.711988
2020-01-02,Apple,AAPL,Electronics,Global,605.61,70246.83,115.9935173441825,54187.26,0.022,1913,0,0,0.0016,0,0,57,57,57.09,115.9902,115.9935,116.3706,115.9126,1538039,1.000287,-0.000111,605.61,605.64,0.0004,0.001,-0.0333875,2.8330233188239,-0.128109114319058,2025-11-11 11:28:45.711988
2020-01-03,Apple,AAPL,Electronics,Global,691.94,81306.37,117.50493902496171,62140.27,0.038,1077,0,0,0.0022,0,0,73,73,73.16,117.3856,117.5049,117.5129,116.6217,1227547,1.000805,0.000518,691.94,634.4066666666666,0.0016,0.0014,0.0130300404764061,2.023276889108356,0.1467690006839244,2025-11-11 11:28:45.711988
2020-01-04,Apple,AAPL,Electronics,Global,606.88,72299.1,119.13245250691384,54072.82,0.0,1596,0,0,0.0058,0,0,71,71,71.41,118.6978,119.1325,119.7456,118.1965,1408467,1.002023,0.001217,606.88,627.525,0.0022,0.0025,0.0138513372633821,1.7752195927546508,-0.1298264394409615,2025-11-11 11:28:45.711988
2020-01-05,Apple,AAPL,Electronics,Global,691.68,83555.24,120.80043124052128,60396.68,0.0,1352,0,0,0.0056,0,0,55,55,55.31,121.1422,120.8004,122.0997,120.5947,1234167,1.001836,-0.000187,691.68,640.356,0.0058,0.00312,0.014000377730678,1.939149216280167,0.1169508081879213,2025-11-11 11:28:45.711988
2020-01-06,Apple,AAPL,Electronics,Global,615.21,72942.01,118.5644125261764,51872.05,0.028,2020,0,0,0.0068,0,0,63,63,63.43,118.8874,118.5644,119.0514,118.4809,1205089,1.001649,-0.000187,615.21,636.165,0.0056,0.0037333333333333,-0.0185098724838658,1.7351411248080046,-0.1411440165254116,2025-11-11 11:28:45.711988
2020-01-07,Apple,AAPL,Electronics,Global,633.83,75118.77,118.515638893461,56417.34,0.022,1998,0,0,0.0092,0,0,63,63,63.58,118.1211,118.5156,119.0082,117.6714,1280323,1.002912,0.001261,633.83,635.8314285714285,0.0068,0.0045142857142857,-0.0004115906629645,1.5849789396227347,0.0876250312065938,2025-11-11 11:28:45.711988
2020-01-08,Apple,AAPL,Electronics,Global,597.17,71113.32,119.08388280606007,57807.41,0.027,1894,0,0,0.0109,0,0,52,52,52.57,119.2444,119.0839,119.3048,118.4234,1242478,1.003526,0.000612,605.67,630.99875,0.0092,0.0060142857142857,0.0047951493305522,1.4893341845715236,0.0246390560065399,2025-11-11 11:28:45.711988
2020-01-09,Apple,AAPL,Electronics,Global,701.19,84493.53,120.50019887479652,60879.25,0.015,1812,0,0,0.0104,0,0,58,58,58.6,120.4676,120.5002,121.3214,119.9788,1406298,1.00315,-0.000374,605.61,638.7977777777778,0.0109,0.0072714285714285,0.011893295399294,1.1549094905786113,0.0531392082779698,2025-11-11 11:28:45.711988
2020-01-10,Apple,AAPL,Electronics,Global,668.77,81581.39,121.98721259519073,59750.47,0.0,2066,0,0,0.0112,0,0,61,61,61.68,122.1237,121.9872,122.7649,121.6273,1383413,1.003584,0.000433,691.94,641.795,0.0104,0.0085571428571428,0.0123402284809486,1.3171708669937652,-0.0185412928050197,2025-11-11 11:28:45.711988
2020-01-11,Apple,AAPL,Electronics,Global,631.65,74876.12,118.54051309813688,62800.14,0.012,1565,0,0,0.0113,0,0,60,60,60.68,118.607,118.5405,119.1458,118.318,1049587,1.003214,-0.000369,606.88,640.8727272727273,0.0112,0.0093428571428571,-0.0282546037617061,1.384297644673133,0.0510401006050662,2025-11-11 11:28:45.711988
2020-01-12,Apple,AAPL,Electronics,Global,638.61,78308.63,122.62355632749664,52764.37,0.036,2286,0,0,0.0113,0,0,57,57,57.65,122.2662,122.6236,122.9503,122.1482,1586747,1.002841,-0.000371,691.68,640.6841666666667,0.0113,0.0101571428571428,0.0344447678219679,1.7469660774366094,-0.1598048985241115,2025-11-11 11:28:45.711988
